ad0,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad9,ad10,ad11,ad12,ad13,ad14,ad15,ad16,ad17,ad18,ad19,ad20,ad21,ad22,ad23,ad24,ad25,ad26,ad27,ad28,ad29,ad30,ad31,ad32,ad33,ad34,ad35,ad36,ad37,ad38,ad39,ad40,ad41,ad42,ad43,ad44,ad45,ad46,ad47,ad48,ad49,ad50,ad51,ad52,ad53,ad54,ad55,ad56,ad57,ad58,ad59,ad60,ad61,ad62,ad63,ad64,ad65,ad66,ad67,ad68,ad69,ad70,ad71,ad72,ad73,ad74,ad75,ad76,ad77,ad78,ad79,ad80,ad81,ad82,ad83,ad84,ad85,ad86,ad87,ad88,ad89,ad90,ad91,ad92,ad93,ad94,ad95,ad96,ad97,ad98,ad99,ad100
69.65,90.94,119.42,79.28,98.71,101.15,94.54,71.27,67.95,111.53,212.01,136.36,65.80,74.43,137.26,86.80,129.44,117.56,91.43,70.08,58.39,120.52,112.58,82.77,118.47,47.16,95.21,94.47,86.38,85.13,81.30,71.79,100.27,84.50,90.17,52.77,125.21,130.51,148.10,117.71,43.79,149.15,105.52,92.60,109.66,93.48,131.26,63.68,47.58,70.77,131.27,112.38,156.42,109.18,54.51,53.41,112.63,62.37,79.71,110.73,98.32,105.57,82.77,46.56,158.95,52.09,108.02,101.27,120.61,118.41,84.50,139.11,153.35,174.40,71.51,72.83,132.38,66.54,121.50,75.45,82.59,93.17,91.55,56.09,152.75,62.51,115.56,86.45,116.17,113.49,118.37,103.57,108.91,152.29,112.24,147.52,82.33,146.22,65.79,89.16
69.98,92.25,119.79,79.05,98.98,101.91,94.56,70.85,67.80,110.58,211.31,135.25,66.02,74.54,137.29,86.59,130.78,117.43,91.23,70.09,58.52,121.10,112.24,82.47,118.50,47.18,95.49,95.38,86.51,84.96,81.33,71.80,100.82,84.21,90.03,52.63,124.98,130.84,147.15,118.30,43.70,148.37,105.29,92.21,109.59,93.12,130.66,63.32,47.94,70.04,130.96,112.48,155.71,108.98,54.60,53.10,112.21,62.58,79.58,111.10,98.52,105.67,82.75,46.76,159.14,52.03,107.47,101.14,120.95,118.35,84.64,140.17,153.92,175.26,71.28,73.23,133.09,66.43,121.12,75.02,81.91,92.59,91.16,55.72,153.49,62.84,114.92,86.66,116.59,112.85,118.15,103.24,109.61,152.03,112.98,147.40,82.80,147.30,65.57,88.97
69.60,91.44,120.64,79.03,99.74,101.64,94.87,71.05,67.69,110.28,212.70,135.93,65.68,74.28,137.66,87.01,130.41,116.52,91.07,70.61,58.59,120.83,112.23,82.29,117.76,46.97,95.58,94.78,86.29,85.24,81.60,71.74,100.58,83.98,90.00,52.52,125.76,130.10,147.76,118.03,43.62,148.21,105.66,92.63,108.90,92.74,131.07,63.44,47.60,70.55,131.18,111.15,156.44,109.31,54.53,53.03,112.98,62.56,79.73,111.35,98.09,105.64,83.08,46.71,158.30,51.91,108.14,101.07,121.06,119.19,84.45,139.54,153.92,174.65,70.95,72.99,131.56,66.70,121.28,74.95,82.35,93.18,91.48,56.05,152.45,62.64,115.76,86.05,116.20,112.90,119.03,103.92,109.20,152.18,112.19,148.36,82.89,147.12,65.54,89.17
69.49,91.78,120.68,78.83,99.18,101.63,94.15,70.93,67.74,110.93,212.55,136.56,65.74,74.14,138.10,86.64,130.71,117.48,90.41,70.04,58.48,121.06,112.65,82.70,117.91,46.77,94.89,94.75,86.61,85.44,81.51,71.38,100.31,84.54,90.34,52.63,125.61,131.08,147.76,118.70,43.42,147.74,106.12,92.91,109.32,93.49,130.84,63.41,47.49,70.59,130.79,110.74,156.09,109.18,54.18,53.15,113.11,62.83,79.59,111.11,97.70,105.49,82.81,46.55,158.66,52.07,108.20,101.22,120.52,118.96,84.00,139.93,152.81,175.01,70.84,72.77,132.74,66.42,121.46,75.43,82.12,92.84,91.27,56.42,152.38,62.69,115.28,86.76,116.32,112.93,118.30,103.55,109.43,152.20,112.62,147.84,82.37,147.47,65.56,89.09
69.84,92.00,119.60,79.25,99.22,102.03,94.46,70.91,67.78,110.68,211.86,136.03,65.94,74.50,137.69,86.54,130.45,117.07,91.08,70.32,58.29,120.92,112.29,82.41,118.14,46.97,95.15,95.07,86.59,85.68,81.50,71.48,100.60,84.22,90.30,52.71,125.11,130.62,147.89,118.41,43.79,148.27,105.41,92.44,109.70,92.79,131.03,63.44,47.59,70.43,130.87,111.88,156.40,109.50,54.66,53.16,112.72,62.57,79.61,111.47,98.46,105.68,83.14,46.62,158.98,51.99,108.05,101.06,119.89,118.60,84.86,139.94,153.23,174.51,71.27,73.41,133.06,66.67,121.47,74.92,81.90,92.50,91.34,55.98,152.51,62.63,115.47,86.44,116.38,113.11,118.16,103.36,109.05,151.94,112.25,148.14,82.64,146.80,65.54,88.74
69.39,91.71,120.35,79.18,99.30,101.77,94.69,70.98,67.74,111.17,213.85,136.18,65.77,74.09,137.43,86.55,130.02,117.22,90.61,70.25,58.08,121.23,112.99,82.35,118.50,46.83,94.42,94.85,86.33,85.42,81.62,71.14,100.47,84.21,90.18,52.39,125.17,130.49,147.16,117.83,43.65,148.10,105.33,92.85,110.05,93.16,131.38,63.26,47.49,70.21,130.90,111.70,157.04,109.29,54.47,53.15,113.08,62.48,79.84,111.50,98.33,105.79,82.90,46.66,158.81,51.70,107.85,101.19,120.12,118.58,84.45,140.06,153.67,175.02,71.29,72.97,132.02,66.77,121.67,75.09,82.16,92.93,91.65,56.21,152.24,62.51,115.56,86.68,116.34,113.14,118.19,103.63,108.87,152.21,111.81,147.88,82.61,146.63,65.91,88.99
69.93,91.64,120.58,79.23,98.92,101.92,94.72,71.27,67.62,110.72,212.70,135.64,65.89,74.22,137.59,86.77,129.96,117.02,91.16,70.49,58.26,121.35,112.58,82.25,118.80,46.85,95.14,94.91,86.30,85.38,81.21,71.53,100.85,84.18,90.27,52.17,125.04,130.73,147.64,117.56,43.64,148.32,105.41,92.37,109.99,92.76,131.32,63.36,47.58,70.13,131.61,111.81,156.79,109.39,54.64,53.26,112.46,62.33,79.48,111.20,98.14,105.92,82.83,46.54,158.12,51.71,108.02,100.96,120.71,118.34,84.78,139.66,153.59,175.09,71.31,73.12,132.19,66.58,121.68,75.01,82.46,92.90,91.80,55.83,152.35,62.55,115.91,86.19,116.09,113.44,119.00,103.57,109.01,152.23,112.19,148.60,82.48,146.31,65.30,88.68
69.49,91.61,120.37,78.95,98.95,102.17,94.12,71.10,67.81,110.44,211.81,136.51,66.08,74.53,137.90,86.53,130.25,116.78,91.26,70.12,58.59,121.21,112.75,82.44,118.36,46.76,95.28,95.24,86.63,85.70,81.02,71.76,100.39,84.55,90.17,52.78,124.97,130.49,147.65,117.70,43.55,148.11,105.64,92.46,109.64,93.10,131.13,63.51,47.57,70.42,131.40,111.87,156.45,108.95,54.42,53.26,112.40,62.64,79.82,111.35,98.37,105.40,82.94,46.52,158.32,52.17,107.68,100.62,120.38,118.15,84.44,139.60,153.61,175.19,71.68,73.13,132.84,66.52,121.21,75.03,82.37,93.01,91.18,56.04,152.63,62.61,115.62,86.41,116.12,112.98,118.30,103.49,109.50,152.59,113.05,148.35,82.33,146.67,65.33,88.71
69.93,91.22,120.22,79.28,99.00,101.49,94.73,70.74,67.82,111.35,212.47,135.96,65.94,74.12,138.14,86.98,129.64,116.82,90.66,70.44,58.06,121.00,112.63,82.28,118.91,46.91,94.61,94.34,86.11,85.38,81.55,71.21,100.11,84.70,90.23,52.55,125.90,130.46,148.18,117.89,43.81,147.52,105.31,92.70,109.88,93.08,130.71,63.36,47.79,70.42,131.50,111.93,156.48,109.00,54.41,53.38,112.99,62.59,79.92,111.11,97.52,106.00,82.85,46.61,158.70,51.67,108.34,101.42,120.80,118.70,84.16,140.10,153.04,173.76,71.46,73.12,132.30,67.00,121.47,75.16,82.77,92.75,91.57,56.15,152.76,62.29,115.78,86.32,115.74,113.61,118.77,103.93,109.47,151.74,112.00,147.49,82.74,146.99,65.78,89.30
69.89,91.66,119.61,79.36,99.04,101.61,94.60,70.79,67.82,111.25,211.79,136.13,65.89,74.26,137.79,86.83,130.29,117.20,91.03,70.45,58.31,120.74,112.37,82.17,118.10,47.14,94.82,94.89,86.57,85.60,81.67,71.39,100.17,84.51,90.09,52.67,125.26,130.53,148.02,118.12,43.67,148.60,105.31,92.77,109.61,93.46,130.80,63.58,47.62,70.28,131.12,111.66,155.88,109.42,54.59,53.26,112.59,62.65,79.55,111.15,98.22,106.17,83.26,46.67,159.55,51.94,107.86,100.87,120.27,118.61,84.78,139.75,152.92,174.60,71.18,73.20,132.52,66.54,121.05,75.31,81.83,92.58,91.41,56.28,153.03,62.69,115.50,86.43,116.35,112.85,118.16,103.70,109.18,151.82,112.36,147.74,82.62,147.67,65.69,88.87
