ad0,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad9,ad10,ad11,ad12,ad13,ad14,ad15,ad16,ad17,ad18,ad19,ad20,ad21,ad22,ad23,ad24,ad25,ad26,ad27,ad28,ad29,ad30,ad31,ad32,ad33,ad34,ad35,ad36,ad37,ad38,ad39,ad40,ad41,ad42,ad43,ad44,ad45,ad46,ad47,ad48,ad49,ad50,ad51,ad52,ad53,ad54,ad55,ad56,ad57,ad58,ad59,ad60,ad61,ad62,ad63,ad64,ad65,ad66,ad67,ad68,ad69,ad70,ad71,ad72,ad73,ad74,ad75,ad76,ad77,ad78,ad79,ad80,ad81,ad82,ad83,ad84,ad85,ad86,ad87,ad88,ad89,ad90,ad91,ad92,ad93,ad94,ad95,ad96,ad97,ad98,ad99,ad100
214.66,147.61,81.59,69.33,96.44,107.05,124.92,208.19,74.06,98.28,70.49,65.72,128.55,109.67,77.88,135.33,72.93,100.12,85.45,61.73,62.72,82.37,113.94,176.90,110.81,75.42,113.61,186.05,88.98,142.11,43.48,60.07,68.78,67.49,89.92,126.48,72.82,89.96,116.42,118.27,77.50,190.61,82.18,52.35,62.12,187.59,80.11,96.66,65.17,104.67,119.44,47.37,107.12,96.40,84.54,93.12,101.02,108.00,113.58,81.81,73.71,135.28,51.28,72.56,154.51,66.42,140.52,104.50,103.35,108.67,121.18,71.81,141.46,110.89,102.00,50.98,73.93,71.07,75.51,153.93,200.92,66.08,109.04,80.24,84.68,54.57,126.79,117.34,88.21,73.64,56.70,124.89,58.10,149.24,70.63,54.38,120.89,117.00,107.26,67.90
214.90,148.01,81.47,69.37,96.58,106.74,125.12,206.60,73.73,98.32,70.17,66.30,128.42,109.76,77.73,135.00,72.91,99.79,85.92,62.45,62.69,82.27,113.44,177.22,110.53,75.08,113.99,186.09,88.62,142.16,43.53,59.90,68.19,67.31,89.39,126.36,73.18,90.27,116.05,118.21,77.58,190.51,82.20,52.66,62.35,186.95,79.57,96.75,64.96,105.01,120.21,47.60,107.39,96.65,85.15,93.26,101.46,108.04,113.53,81.35,73.42,134.71,51.43,72.36,154.35,66.06,140.97,104.35,103.17,108.60,121.69,72.39,141.57,111.31,101.94,51.01,73.71,71.46,75.32,153.74,200.57,66.46,109.46,80.70,84.69,54.55,126.72,116.66,88.20,74.33,56.86,125.30,58.11,149.42,70.53,54.31,120.72,117.39,106.89,67.63
215.45,148.45,82.20,69.39,96.19,106.71,125.49,207.78,73.54,97.98,70.14,65.97,128.62,110.44,78.47,135.11,72.88,100.56,85.49,61.89,62.15,82.36,114.62,178.18,109.97,75.60,113.48,185.57,89.61,141.97,43.75,60.24,69.00,67.86,89.63,125.57,73.04,90.40,116.20,118.36,77.20,190.03,81.99,52.58,62.41,187.69,79.57,96.94,65.04,104.74,119.22,47.52,107.51,96.69,84.54,93.35,101.74,107.71,113.51,81.90,73.86,135.93,51.13,72.31,153.85,66.56,140.26,103.64,103.14,108.52,121.46,71.84,142.21,110.56,101.99,50.96,73.36,71.06,75.12,152.43,199.87,66.22,109.13,80.49,84.79,54.72,126.85,116.59,88.78,73.35,56.73,125.25,57.72,149.68,70.24,54.37,120.25,116.95,107.73,67.90
213.72,147.41,81.43,68.97,96.22,106.81,125.57,207.82,73.69,98.26,70.25,66.18,128.29,110.45,78.23,135.30,73.04,100.27,85.89,61.95,62.55,81.99,113.89,176.89,110.12,75.40,113.55,186.22,89.27,141.99,43.58,60.24,68.39,67.71,89.56,126.15,73.16,90.26,117.02,119.55,77.67,189.78,82.15,52.62,62.29,186.86,79.56,97.13,64.92,104.72,119.89,47.85,107.73,96.73,84.63,92.89,101.39,108.14,113.82,81.46,73.44,134.90,51.29,72.21,154.10,66.31,140.79,104.26,102.74,108.61,121.24,71.89,141.66,110.63,101.88,51.00,73.97,71.32,75.30,152.61,199.70,66.35,109.69,80.52,84.94,54.62,127.06,116.86,88.38,73.98,56.94,125.11,58.09,149.42,70.68,54.23,121.00,117.53,107.75,67.53
214.73,148.15,81.38,69.36,96.50,107.38,125.17,207.93,73.83,97.93,70.84,66.56,127.44,109.78,77.74,135.74,72.68,99.97,85.68,62.00,62.62,82.72,114.09,177.33,110.38,75.37,113.16,186.99,88.80,141.37,43.80,59.65,68.52,67.34,89.29,126.14,73.47,90.00,116.24,118.29,77.29,190.21,82.34,52.33,62.08,187.46,80.40,96.30,64.62,105.73,120.17,47.56,107.02,96.65,84.93,93.41,100.53,108.09,113.64,81.84,73.44,135.01,51.15,71.83,153.88,65.85,140.95,104.17,103.09,108.97,121.68,72.14,141.55,110.98,101.85,51.07,73.39,71.14,75.72,153.78,200.92,66.05,109.43,80.50,85.05,54.50,126.08,116.43,88.45,73.64,56.80,125.33,58.08,149.41,70.48,54.01,121.08,117.82,107.60,67.75
214.89,148.15,81.58,69.40,96.33,107.16,125.58,206.82,73.63,98.17,70.61,66.42,128.56,110.00,78.14,135.15,72.89,100.23,85.75,62.15,62.41,82.58,114.19,176.80,110.40,75.30,113.64,186.32,89.04,141.46,43.68,60.12,68.39,67.67,89.82,125.82,73.16,90.49,116.41,118.54,77.52,190.83,82.25,52.72,62.22,186.70,79.85,96.70,64.88,104.61,119.75,47.75,107.22,96.90,84.40,93.28,101.42,107.99,114.17,81.55,73.68,134.99,51.16,72.34,153.85,66.29,140.24,103.73,103.17,108.52,121.77,72.01,141.33,110.79,102.06,51.02,73.45,71.32,75.52,152.73,200.09,66.16,110.04,80.30,85.07,54.59,126.60,116.27,88.07,73.92,56.89,125.42,58.06,149.11,70.68,54.33,120.85,117.68,107.64,67.68
214.93,148.18,81.45,69.36,96.22,106.87,124.98,208.38,73.73,97.79,70.46,65.88,128.41,109.75,78.14,135.53,72.73,100.19,85.75,62.15,62.36,82.24,114.54,177.01,110.91,75.18,113.26,185.45,89.24,141.68,43.67,59.86,68.61,67.23,89.64,125.71,73.27,90.61,116.73,118.29,77.59,189.87,81.85,52.42,62.28,186.76,80.04,96.35,64.79,104.93,120.26,47.86,107.32,96.84,84.94,93.22,101.19,108.30,113.91,81.69,73.60,135.15,51.19,71.89,153.38,66.39,140.74,104.12,103.10,108.72,121.99,72.01,141.44,110.72,102.26,51.08,73.58,71.36,75.33,152.95,200.46,66.13,109.69,80.57,85.23,54.32,126.83,116.62,88.49,73.66,56.66,125.22,57.82,149.75,70.53,54.31,120.80,117.77,107.54,67.80
215.37,147.88,81.76,69.55,96.59,107.09,125.25,206.92,73.92,97.97,70.58,66.16,128.71,110.05,78.23,135.30,72.91,100.35,85.54,62.02,62.39,82.46,114.15,176.55,110.75,75.23,113.68,185.69,89.08,141.47,43.63,60.02,68.55,67.43,89.70,125.67,73.47,90.52,116.59,118.53,77.54,190.32,82.01,52.72,62.15,187.16,80.00,96.90,64.91,104.67,119.51,47.75,107.40,96.73,84.56,93.32,100.85,108.03,113.46,81.50,73.68,135.41,51.23,72.00,153.93,66.33,140.46,104.06,103.32,108.31,121.95,71.94,141.60,110.71,102.01,51.10,73.77,71.53,75.26,152.83,200.92,66.22,109.60,80.62,85.25,54.48,127.44,116.57,88.40,73.69,56.51,124.67,57.86,148.78,70.60,54.40,120.42,117.54,107.72,67.64
214.39,148.14,81.50,69.44,95.96,106.66,125.26,207.76,73.47,97.95,70.70,65.98,128.81,109.99,77.99,134.70,72.64,100.61,85.85,61.85,62.50,82.18,114.47,177.18,110.51,75.54,113.77,185.93,88.83,141.65,43.57,60.22,68.69,67.48,89.30,125.75,73.09,90.34,116.54,118.44,77.66,190.00,81.93,52.45,62.47,186.44,79.78,96.58,64.80,104.91,119.95,47.71,107.34,96.75,84.62,93.38,101.43,108.15,114.16,81.48,73.46,135.40,51.28,72.31,153.91,66.26,140.82,104.37,103.09,108.84,122.12,71.97,141.36,111.01,102.52,50.96,73.76,71.29,75.44,152.46,200.84,66.19,109.45,80.34,85.03,54.48,127.09,117.06,88.53,73.93,56.53,125.13,58.01,149.27,70.63,54.23,120.83,117.03,107.58,67.56
215.05,147.56,81.86,69.65,96.32,106.95,125.22,207.62,73.49,98.40,70.19,65.99,128.11,109.86,77.90,134.69,72.57,100.43,85.99,62.43,62.50,82.25,113.96,176.76,110.99,75.06,113.82,184.94,88.71,142.24,43.52,60.10,68.71,67.42,89.19,125.56,72.95,90.52,116.70,118.15,77.52,190.09,82.38,52.78,62.14,186.24,79.68,96.45,64.95,104.90,119.92,47.68,107.94,96.67,84.86,93.24,100.98,107.78,113.95,81.36,73.50,134.96,51.35,72.28,153.88,66.14,140.62,104.17,103.50,108.61,122.37,72.11,141.82,111.02,102.14,51.06,74.13,71.06,75.87,153.25,200.12,66.54,109.52,80.29,85.23,54.64,127.25,116.61,88.57,74.12,56.62,124.88,57.82,149.84,70.81,54.42,120.76,117.26,107.01,67.99
